uuid,name,dob,sex,contact_info,job_id,num_course_taken,current_career_path_id,time_spent_hrs,mailing_address,career_path_id,career_path_name,hours_to_complete,job_category,avg_salary
3998,Lavona Koopman,1994-12-07,F,"{""mailing_address"": ""62 Grand Horse Oval, Oconee village, Iowa, 10230"", ""email"": ""koopman4244@coldmail.com""}",2,1.0,2,17.68,"62 Grand Horse Oval, Oconee village, Iowa, 10230",2,data engineer,20,engineer,101000
3999,Jude Kuchler,1951-04-14,M,"{""mailing_address"": ""P.O. Box 26575, Hobgood, California, 66131"", ""email"": ""jude_kuchler8772@woohoo.com""}",4,2.0,10,1.07,"P.O. Box 26575, Hobgood, California, 66131",10,ux/ui designer,15,creative,66000
4000,Stefania Lane,1974-12-07,F,"{""mailing_address"": ""885 Rustic Treasure, Winterset, South Carolina, 81953"", ""email"": ""lane250@inlook.com""}",3,15.0,1,10.27,"885 Rustic Treasure, Winterset, South Carolina, 81953",1,data scientist,20,software developer,110000
4001,Jarod Carroll,1942-12-21,M,"{""mailing_address"": ""397 Heather Goose, Crowell, Maryland, 43949"", ""email"": ""jarod8766@hmail.com""}",1,10.0,3,9.19,"397 Heather Goose, Crowell, Maryland, 43949",3,data analyst,12,analytics,86000
4002,Joycelyn Jelis,1966-03-05,F,"{""mailing_address"": ""339 Cozy Brook Divide, Echo Lake, Maryland, 40334"", ""email"": ""joycelyn_jelis8778@hmail.com""}",2,10.0,7,20.19,"339 Cozy Brook Divide, Echo Lake, Maryland, 40334",7,iOS developer,27,engineer,101000
4003,Dotty Mooij,1964-02-12,F,"{""mailing_address"": ""75 Broad Brook, Richland, Rhode Island, 47760"", ""email"": ""dotty918@coldmail.com""}",1,0.0,9,34.47,"75 Broad Brook, Richland, Rhode Island, 47760",9,machine learning engineer,35,analytics,86000
4004,Blossom Shea,1976-09-12,F,"{""mailing_address"": ""391 Broad Goose, Black Springs, Minnesota, 14430"", ""email"": ""blossom7144@hmail.com""}",2,7.0,9,26.28,"391 Broad Goose, Black Springs, Minnesota, 14430",9,machine learning engineer,35,engineer,101000
4005,Emma Laponder,1994-08-20,F,"{""mailing_address"": ""P.O. Box 41790, Olney Springs, North Dakota, 02801"", ""email"": ""emma_laponder3361@coldmail.com""}",2,1.0,7,1.96,"P.O. Box 41790, Olney Springs, North Dakota, 02801",7,iOS developer,27,engineer,101000
4006,Anthony Drinhuijzen,2002-02-16,M,"{""mailing_address"": ""819 Lazy Lock Trail, Willow Valley, Mississippi, 52719"", ""email"": ""anthony8758@coldmail.com""}",8,3.0,9,0.8,"819 Lazy Lock Trail, Willow Valley, Mississippi, 52719",9,machine learning engineer,35,student,10000
4007,Blossom Nguyen,1954-01-09,,"{""mailing_address"": ""969 Grand Rest, Fulton village, North Carolina, 14704"", ""email"": ""nguyen6180@woohoo.com""}",2,7.0,10,8.09,"969 Grand Rest, Fulton village, North Carolina, 14704",10,ux/ui designer,15,engineer,101000
4008,Kallie Green,1982-05-20,F,"{""mailing_address"": ""773 Dusty Ironwood Beach, Clairton, Georgia, 20911"", ""email"": ""green2129@woohoo.com""}",7,3.0,7,15.01,"773 Dusty Ironwood Beach, Clairton, Georgia, 20911",7,iOS developer,27,HR,80000
4011,Jefferey Snow,1975-06-09,M,"{""mailing_address"": ""P.O. Box 22438, Onaka, Wyoming, 99864"", ""email"": ""jefferey_snow4731@inlook.com""}",1,13.0,8,15.24,"P.O. Box 22438, Onaka, Wyoming, 99864",8,android developer,27,analytics,86000
4013,Vernon Alvarez,1971-12-19,F,"{""mailing_address"": ""985 NE Main, Howey-in-the-Hills, Indiana, 77313"", ""email"": ""alvarez9183@hmail.com""}",4,11.0,2,7.22,"985 NE Main, Howey-in-the-Hills, Indiana, 77313",2,data engineer,20,creative,66000
4014,Dallas Kock,1973-09-04,,"{""mailing_address"": ""296 Ninth Bridge, Lukachukai, Wyoming, 83957"", ""email"": ""dallas2560@woohoo.com""}",7,12.0,5,15.66,"296 Ninth Bridge, Lukachukai, Wyoming, 83957",5,backend engineer,18,HR,80000
4015,Luther Reyes,1944-09-01,M,"{""mailing_address"": ""367 Clear Spur, Brimfield village, Kansas, 03399"", ""email"": ""luther3676@coldmail.com""}",6,12.0,5,16.73,"367 Clear Spur, Brimfield village, Kansas, 03399",5,backend engineer,18,education,61000
4016,Clarinda Moses,1988-08-06,,"{""mailing_address"": ""P.O. Box 67595, Madeira, Colorado, 06833"", ""email"": ""clarinda4781@coldmail.com""}",7,8.0,9,31.97,"P.O. Box 67595, Madeira, Colorado, 06833",9,machine learning engineer,35,HR,80000
4017,Kimberley van Langelaer,1964-03-10,F,"{""mailing_address"": ""200 Velvet Forge Mews, Upland borough, Nevada, 12633"", ""email"": ""kimberley_vanlangelaer3933@hmail.com""}",3,7.0,10,7.23,"200 Velvet Forge Mews, Upland borough, Nevada, 12633",10,ux/ui designer,15,software developer,110000
4018,Thanh Reynolds,1952-07-14,M,"{""mailing_address"": ""440 Middle Glade, Pittman, Utah, 31863"", ""email"": ""reynolds6253@coldmail.com""}",5,10.0,3,2.13,"440 Middle Glade, Pittman, Utah, 31863",3,data analyst,12,financial services,135000
4019,Laurice Siteur,2004-10-12,F,"{""mailing_address"": ""584 Golden Peavey Plain, Sprague, Alaska, 13191"", ""email"": ""laurice_siteur5792@woohoo.com""}",8,14.0,6,14.1,"584 Golden Peavey Plain, Sprague, Alaska, 13191",6,frontend engineer,20,student,10000
4021,Eugene Mccullough,1961-10-18,M,"{""mailing_address"": ""53 Fourth Junction, Houston Acres, Missouri, 70082"", ""email"": ""mccullough8092@inlook.com""}",1,4.0,5,13.86,"53 Fourth Junction, Houston Acres, Missouri, 70082",5,backend engineer,18,analytics,86000
4022,Noe Hickman,1960-02-06,M,"{""mailing_address"": ""867 Hidden Anchor Path, Red Bluff, Maryland, 89159"", ""email"": ""noe4527@hmail.com""}",6,0.0,5,12.42,"867 Hidden Anchor Path, Red Bluff, Maryland, 89159",5,backend engineer,18,education,61000
4023,Magda Wijnslagers,1968-08-08,F,"{""mailing_address"": ""34 Heather Fifth, Rumson borough, Minnesota, 17565"", ""email"": ""magda_wijnslagers7898@coldmail.com""}",3,3.0,3,5.22,"34 Heather Fifth, Rumson borough, Minnesota, 17565",3,data analyst,12,software developer,110000
4025,Anibal Kastelein,1998-10-23,M,"{""mailing_address"": ""290 Pleasant Forest, Miller Landing, Montana, 51925"", ""email"": ""kastelein2082@coldmail.com""}",3,12.0,7,19.73,"290 Pleasant Forest, Miller Landing, Montana, 51925",7,iOS developer,27,software developer,110000
4027,Pasquale Simpson,1965-04-24,M,"{""mailing_address"": ""P.O. Box 27643, Wartburg, New York, 12384"", ""email"": ""pasquale3994@hmail.com""}",5,12.0,10,14.63,"P.O. Box 27643, Wartburg, New York, 12384",10,ux/ui designer,15,financial services,135000
4028,Jamison van Wieringen,1997-11-30,,"{""mailing_address"": ""988 Willow Terrace, Stearns, Hawaii, 23684"", ""email"": ""vanwieringen3543@inlook.com""}",7,13.0,4,2.08,"988 Willow Terrace, Stearns, Hawaii, 23684",4,software engineering,25,HR,80000
4029,Fredrick Stout,1949-09-30,M,"{""mailing_address"": ""P.O. Box 15779, Meadville, Arkansas, 15881"", ""email"": ""fredrick2560@hmail.com""}",7,15.0,7,17.55,"P.O. Box 15779, Meadville, Arkansas, 15881",7,iOS developer,27,HR,80000
4030,Josue Lorentz,1983-11-28,M,"{""mailing_address"": ""203 Fawn Junction, Callicoon, Idaho, 62407"", ""email"": ""josue2924@hmail.com""}",7,14.0,10,5.14,"203 Fawn Junction, Callicoon, Idaho, 62407",10,ux/ui designer,15,HR,80000
4032,Angelo Yang,2004-01-06,F,"{""mailing_address"": ""252 SE Mount, North Creek, Arizona, 23389"", ""email"": ""yang152@hmail.com""}",8,3.0,1,7.05,"252 SE Mount, North Creek, Arizona, 23389",1,data scientist,20,student,10000
4033,Angelika van Krieken,1976-03-31,,"{""mailing_address"": ""317 SW Hickory, North English, Kentucky, 45958"", ""email"": ""angelika_vankrieken8377@woohoo.com""}",7,9.0,10,12.8,"317 SW Hickory, North English, Kentucky, 45958",10,ux/ui designer,15,HR,80000
4034,Ross Page,1990-09-12,M,"{""mailing_address"": ""414 Cloud Bend, Galliano, Illinois, 63648"", ""email"": ""ross4980@inlook.com""}",1,15.0,9,32.39,"414 Cloud Bend, Galliano, Illinois, 63648",9,machine learning engineer,35,analytics,86000
4036,Lyndon Booker,1991-03-13,M,"{""mailing_address"": ""60 Easy Washington, Holdenville, South Carolina, 68042"", ""email"": ""lyndon4039@woohoo.com""}",5,14.0,7,7.51,"60 Easy Washington, Holdenville, South Carolina, 68042",7,iOS developer,27,financial services,135000
4037,Denis van Dam,1980-11-22,M,"{""mailing_address"": ""707 Iron Horse Avenue, Mediapolis, Arizona, 40422"", ""email"": ""denis_vandam7199@inlook.com""}",5,3.0,4,14.33,"707 Iron Horse Avenue, Mediapolis, Arizona, 40422",4,software engineering,25,financial services,135000
4038,Moses Buning,1982-09-11,,"{""mailing_address"": ""447 Amber Annex, Clementon borough, Mississippi, 24691"", ""email"": ""moses620@woohoo.com""}",1,2.0,1,1.62,"447 Amber Annex, Clementon borough, Mississippi, 24691",1,data scientist,20,analytics,86000
4039,Pinkie Ophorst,1961-11-19,F,"{""mailing_address"": ""359 Clear Rabbit Run, Sun Prairie, Minnesota, 26641"", ""email"": ""pinkie4050@coldmail.com""}",6,10.0,10,6.7,"359 Clear Rabbit Run, Sun Prairie, Minnesota, 26641",10,ux/ui designer,15,education,61000
4040,Dudley van De vooren,1967-03-27,M,"{""mailing_address"": ""759 Cedar Underpass, Homer, Nebraska, 21159"", ""email"": ""dudley5167@hmail.com""}",1,15.0,1,13.6,"759 Cedar Underpass, Homer, Nebraska, 21159",1,data scientist,20,analytics,86000
4041,Eldridge Vargas,2001-12-01,M,"{""mailing_address"": ""803 E Overpass, Mutual, Maryland, 58201"", ""email"": ""eldridge_vargas516@coldmail.com""}",2,13.0,10,3.75,"803 E Overpass, Mutual, Maryland, 58201",10,ux/ui designer,15,engineer,101000
4043,Ariane Kuklinski,1997-06-09,F,"{""mailing_address"": ""114 Embers Haven, Duncannon borough, Kentucky, 36514"", ""email"": ""kuklinski8234@hmail.com""}",5,9.0,5,14.42,"114 Embers Haven, Duncannon borough, Kentucky, 36514",5,backend engineer,18,financial services,135000
4044,Iluminada Logan,1995-12-16,,"{""mailing_address"": ""156 Red Park, Highland Springs, Vermont, 25564"", ""email"": ""iluminada_logan6211@inlook.com""}",4,2.0,8,24.48,"156 Red Park, Highland Springs, Vermont, 25564",8,android developer,27,creative,66000
4045,Wilbur Cannon,1955-02-06,M,"{""mailing_address"": ""964 Course Quay, Bar Harbor, Arkansas, 91629"", ""email"": ""cannon6927@inlook.com""}",4,6.0,8,8.14,"964 Course Quay, Bar Harbor, Arkansas, 91629",8,android developer,27,creative,66000
4046,Lala Groeneveld,1944-03-31,F,"{""mailing_address"": ""844 Gentle Bear Parade, Clarksburg, Alabama, 84373"", ""email"": ""lala5006@coldmail.com""}",3,4.0,3,9.73,"844 Gentle Bear Parade, Clarksburg, Alabama, 84373",3,data analyst,12,software developer,110000
4047,Aldo Aerts,1979-12-10,M,"{""mailing_address"": ""944 Velvet Crossroad, East Palo Alto, Idaho, 16119"", ""email"": ""aerts6387@hmail.com""}",5,8.0,1,3.74,"944 Velvet Crossroad, East Palo Alto, Idaho, 16119",1,data scientist,20,financial services,135000
4048,Mimi Knechtjes,1955-10-25,F,"{""mailing_address"": ""7 Bear Dam, Rockport, California, 63860"", ""email"": ""mimi7329@woohoo.com""}",4,1.0,10,6.51,"7 Bear Dam, Rockport, California, 63860",10,ux/ui designer,15,creative,66000
4049,Craig Greene,1948-09-23,,"{""mailing_address"": ""P.O. Box 58884, Gu-Win, Oklahoma, 81923"", ""email"": ""craig_greene9755@coldmail.com""}",6,9.0,1,8.79,"P.O. Box 58884, Gu-Win, Oklahoma, 81923",1,data scientist,20,education,61000
4050,Alta Oosthuijzen,1992-01-19,F,"{""mailing_address"": ""168 Summit Beach, Riverdale Park, Rhode Island, 61435"", ""email"": ""alta2881@woohoo.com""}",3,15.0,4,7.58,"168 Summit Beach, Riverdale Park, Rhode Island, 61435",4,software engineering,25,software developer,110000
4051,Julio Klapmuts,1973-04-18,F,"{""mailing_address"": ""P.O. Box 80574, Copeland, Washington, 28083"", ""email"": ""julio_klapmuts6118@woohoo.com""}",5,7.0,7,24.58,"P.O. Box 80574, Copeland, Washington, 28083",7,iOS developer,27,financial services,135000
4052,Dianne van Staden,1960-09-01,F,"{""mailing_address"": ""P.O. Box 26119, Cranston, Ohio, 92279"", ""email"": ""dianne_vanstaden7704@inlook.com""}",4,8.0,4,16.82,"P.O. Box 26119, Cranston, Ohio, 92279",4,software engineering,25,creative,66000
4054,Casey Asselaer,1997-12-19,,"{""mailing_address"": ""880 Grand Timber Valley, Lawai, California, 48548"", ""email"": ""asselaer617@inlook.com""}",7,9.0,9,6.33,"880 Grand Timber Valley, Lawai, California, 48548",9,machine learning engineer,35,HR,80000
4055,Tristan van Essevelt,1942-07-15,M,"{""mailing_address"": ""P.O. Box 84913, Big Bear, New Hampshire, 54394"", ""email"": ""vanessevelt5432@hmail.com""}",7,0.0,7,10.7,"P.O. Box 84913, Big Bear, New Hampshire, 54394",7,iOS developer,27,HR,80000
4056,Thea Gaines,1988-08-18,F,"{""mailing_address"": ""408 S Richmond, Trout Lake, Wisconsin, 79726"", ""email"": ""thea_gaines9718@coldmail.com""}",4,13.0,9,6.94,"408 S Richmond, Trout Lake, Wisconsin, 79726",9,machine learning engineer,35,creative,66000
4057,Carylon Preston,1956-04-02,,"{""mailing_address"": ""209 SW Glen, Fall Branch, Ohio, 17579"", ""email"": ""carylon_preston8807@inlook.com""}",6,0.0,1,11.43,"209 SW Glen, Fall Branch, Ohio, 17579",1,data scientist,20,education,61000
4060,Edmundo Whitney,1981-05-25,M,"{""mailing_address"": ""539 Shady Lagoon, Wilburton, South Carolina, 55455"", ""email"": ""whitney9312@hmail.com""}",4,12.0,3,10.71,"539 Shady Lagoon, Wilburton, South Carolina, 55455",3,data analyst,12,creative,66000
4061,Rogelio Duran,1952-03-07,M,"{""mailing_address"": ""356 Rise Viaduct, Fleming-Neon, Indiana, 68148"", ""email"": ""rogelio_duran3882@coldmail.com""}",4,2.0,7,19.85,"356 Rise Viaduct, Fleming-Neon, Indiana, 68148",7,iOS developer,27,creative,66000
4062,Fidelia Stone,1950-02-28,F,"{""mailing_address"": ""P.O. Box 16517, Pipervillage, Minnesota, 07420"", ""email"": ""fidelia4951@coldmail.com""}",1,10.0,9,22.43,"P.O. Box 16517, Pipervillage, Minnesota, 07420",9,machine learning engineer,35,analytics,86000
4063,Kimbery Frank,1992-08-10,F,"{""mailing_address"": ""P.O. Box 45596, Gulf Park Estates, South Carolina, 34724"", ""email"": ""kimbery_frank471@hmail.com""}",2,12.0,10,14.86,"P.O. Box 45596, Gulf Park Estates, South Carolina, 34724",10,ux/ui designer,15,engineer,101000
4064,Werner Velthuis,1944-03-05,M,"{""mailing_address"": ""P.O. Box 92446, Phoenix village, Nebraska, 43682"", ""email"": ""werner_velthuis1896@inlook.com""}",3,15.0,9,23.14,"P.O. Box 92446, Phoenix village, Nebraska, 43682",9,machine learning engineer,35,software developer,110000
4065,Alice Frazier,1976-03-05,F,"{""mailing_address"": ""702 Colonial Third Bay, South Amherst, Pennsylvania, 36759"", ""email"": ""alice_frazier3758@woohoo.com""}",7,0.0,10,13.27,"702 Colonial Third Bay, South Amherst, Pennsylvania, 36759",10,ux/ui designer,15,HR,80000
4066,Trenton Colon,1970-12-13,,"{""mailing_address"": ""216 Bright Quail Glade, Clancy, Kansas, 10370"", ""email"": ""trenton_colon3940@inlook.com""}",6,8.0,4,5.12,"216 Bright Quail Glade, Clancy, Kansas, 10370",4,software engineering,25,education,61000
4067,Leone Myers,1945-12-21,F,"{""mailing_address"": ""525 Amber Circle, Haven, Oregon, 44684"", ""email"": ""leone_myers1974@woohoo.com""}",5,8.0,2,16.51,"525 Amber Circle, Haven, Oregon, 44684",2,data engineer,20,financial services,135000
4068,Jeffry Chayah,1951-05-10,M,"{""mailing_address"": ""764 Stony Leaf, Gruver, Kansas, 51104"", ""email"": ""jeffry_chayah1548@coldmail.com""}",3,1.0,2,19.71,"764 Stony Leaf, Gruver, Kansas, 51104",2,data engineer,20,software developer,110000
4069,Horace Key,1984-01-21,,"{""mailing_address"": ""P.O. Box 46097, Hawkinsville, Alaska, 38187"", ""email"": ""horace536@woohoo.com""}",3,11.0,6,16.79,"P.O. Box 46097, Hawkinsville, Alaska, 38187",6,frontend engineer,20,software developer,110000
4070,Earle Boonzayer,1995-01-20,M,"{""mailing_address"": ""P.O. Box 69340, Mud Bay, New Hampshire, 24745"", ""email"": ""earle4706@inlook.com""}",1,9.0,4,23.32,"P.O. Box 69340, Mud Bay, New Hampshire, 24745",4,software engineering,25,analytics,86000
4071,Herb Ortiz,1996-12-17,M,"{""mailing_address"": ""811 High Stravenue, Buckeye, Missouri, 42504"", ""email"": ""ortiz2494@inlook.com""}",7,11.0,1,11.84,"811 High Stravenue, Buckeye, Missouri, 42504",1,data scientist,20,HR,80000
4072,Isaiah Page,1994-10-10,M,"{""mailing_address"": ""660 Middle Blossom, Edisto, Alaska, 05868"", ""email"": ""isaiah7136@woohoo.com""}",3,12.0,4,16.11,"660 Middle Blossom, Edisto, Alaska, 05868",4,software engineering,25,software developer,110000
4073,Hong Grootendorst,1976-09-25,F,"{""mailing_address"": ""933 Bright Camp, Robins, Georgia, 03787"", ""email"": ""hong5574@woohoo.com""}",7,8.0,2,6.74,"933 Bright Camp, Robins, Georgia, 03787",2,data engineer,20,HR,80000
4074,Benjamin Roberts,2002-02-21,M,"{""mailing_address"": ""281 Old Treasure, Newhalen, Maine, 73642"", ""email"": ""benjamin_roberts5423@woohoo.com""}",8,10.0,5,7.86,"281 Old Treasure, Newhalen, Maine, 73642",5,backend engineer,18,student,10000
4075,Coleman Mcfarland,1992-04-26,M,"{""mailing_address"": ""P.O. Box 70077, Olds, Alaska, 44349"", ""email"": ""coleman3208@hmail.com""}",2,0.0,7,7.0,"P.O. Box 70077, Olds, Alaska, 44349",7,iOS developer,27,engineer,101000
4076,Juliane Sheppard,1982-10-18,F,"{""mailing_address"": ""P.O. Box 23180, Joshua Tree, Nebraska, 75705"", ""email"": ""juliane2366@inlook.com""}",6,10.0,1,6.11,"P.O. Box 23180, Joshua Tree, Nebraska, 75705",1,data scientist,20,education,61000
4077,Quinton de Weerdt,1951-02-04,M,"{""mailing_address"": ""487 Cinder Ridge, Fort Edward village, Illinois, 91239"", ""email"": ""deweerdt8662@inlook.com""}",6,2.0,1,9.68,"487 Cinder Ridge, Fort Edward village, Illinois, 91239",1,data scientist,20,education,61000
4078,Octavio Hardy,2003-03-31,M,"{""mailing_address"": ""798 Hidden Trace, Orion village, Missouri, 92505"", ""email"": ""hardy8895@woohoo.com""}",8,13.0,2,4.55,"798 Hidden Trace, Orion village, Missouri, 92505",2,data engineer,20,student,10000
4081,Galen Newman,1947-04-08,M,"{""mailing_address"": ""131 Honey Narrow, Worth, Arkansas, 40044"", ""email"": ""galen_newman1451@woohoo.com""}",1,13.0,3,0.9,"131 Honey Narrow, Worth, Arkansas, 40044",3,data analyst,12,analytics,86000
4082,Kizzy Randolph,1978-04-09,F,"{""mailing_address"": ""P.O. Box 85731, McLoud, Wyoming, 69046"", ""email"": ""randolph4449@coldmail.com""}",3,10.0,5,6.24,"P.O. Box 85731, McLoud, Wyoming, 69046",5,backend engineer,18,software developer,110000
4083,Bernadine Ewing,1958-05-24,,"{""mailing_address"": ""887 Amber Annex, Heath, Virginia, 94245"", ""email"": ""bernadine3327@woohoo.com""}",5,8.0,10,5.22,"887 Amber Annex, Heath, Virginia, 94245",10,ux/ui designer,15,financial services,135000
4084,Isabella Coffey,1960-10-24,F,"{""mailing_address"": ""P.O. Box 42934, Madison village, Missouri, 87995"", ""email"": ""isabella_coffey2526@woohoo.com""}",1,12.0,6,8.94,"P.O. Box 42934, Madison village, Missouri, 87995",6,frontend engineer,20,analytics,86000
4085,Blair Barrera,2003-09-02,M,"{""mailing_address"": ""586 Forge Run, Gum Springs, Alaska, 94039"", ""email"": ""blair_barrera6176@woohoo.com""}",8,3.0,3,5.02,"586 Forge Run, Gum Springs, Alaska, 94039",3,data analyst,12,student,10000
4086,Giovanna Rojas,1969-01-01,F,"{""mailing_address"": ""359 Old Bridge, Prescott village, North Carolina, 35410"", ""email"": ""rojas4465@woohoo.com""}",5,5.0,6,1.23,"359 Old Bridge, Prescott village, North Carolina, 35410",6,frontend engineer,20,financial services,135000
4087,Liana Carroll,1958-10-31,F,"{""mailing_address"": ""521 Green Elk, Girdletree, Maryland, 83309"", ""email"": ""liana_carroll579@woohoo.com""}",7,4.0,8,23.24,"521 Green Elk, Girdletree, Maryland, 83309",8,android developer,27,HR,80000
4088,Maynard Treur,1946-08-27,M,"{""mailing_address"": ""917 Iron Avenue, Nicholls, New Mexico, 78354"", ""email"": ""treur8360@woohoo.com""}",4,6.0,2,6.6,"917 Iron Avenue, Nicholls, New Mexico, 78354",2,data engineer,20,creative,66000
4089,Felicia Witt,1950-08-01,,"{""mailing_address"": ""900 Quaking River Track, Key Largo, West Virginia, 99516"", ""email"": ""felicia_witt1507@coldmail.com""}",7,11.0,3,10.49,"900 Quaking River Track, Key Largo, West Virginia, 99516",3,data analyst,12,HR,80000
